shrid2,state_name,district_name,land_area_sq_km,total_population,total_consumption,per_capita_consumption,poverty_rate,total_firms_count,total_employment,manufacturing_employment,services_employment,distance_to_town_km,commercial_bank_availability,cooperative_bank_availability,all_weather_road_access,commercial_power_supply,local_market_availability,subdistrict_name,village_name
11-18-321-02118-302523,Assam,Kamrup,2.9865,1486,89463.4296875,18599.5859375,0.216968908905983,77,145,4,141,58,0,0,1,0,0,kamalpur,barhata
11-18-321-02118-302524,Assam,Kamrup,2.4412,1223,98091.6875,20596.88671875,0.20434433221817,55,100,7,92,36,0,0,1,0,0,kamalpur,boro gaon bara gaon
11-18-321-02118-302525,Assam,Kamrup,3.0268,2273,94696.9921875,20463.830078125,0.165791779756546,138,323,17,306,55,0,0,1,0,0,kamalpur,nanara
11-18-321-02118-302526,Assam,Kamrup,2.5882998,3525,97606.421875,21882.775390625,0.141674056649208,418,1089,189,896,55,0,0,1,0,0,kamalpur,nagaon
11-18-321-02118-302527,Assam,Kamrup,1.2616,1517,99824.5859375,21344.921875,0.144702836871147,80,135,21,112,54,0,0,1,0,0,kamalpur,radhakuchi
11-18-321-02118-302528,Assam,Kamrup,2.0316,2706,94102.90625,20206.50390625,0.155631184577942,153,260,23,237,44,0,0,1,0,1,kamalpur,karara
11-18-321-02118-302529,Assam,Kamrup,1.7036,1265,92408.7109375,19635.025390625,0.151658773422241,57,97,6,91,35,0,0,1,0,0,kamalpur,bama gaon
11-18-321-02118-302530,Assam,Kamrup,3.0195,3530,88281.109375,20562.369140625,0.159232065081596,173,347,35,311,36,0,0,1,0,0,kamalpur,bihdia
11-18-321-02118-302531,Assam,Kamrup,1.4972,1038,67840.921875,14196.2197265625,0.447444558143616,55,113,1,112,36,0,0,1,0,0,kamalpur,tulsikharikata
11-18-321-02118-302532,Assam,Kamrup,2.4574,1669,86923.5390625,18637.56640625,0.142346635460854,37,82,4,78,41,0,0,1,0,1,kamalpur,pingeleswar pingaleswar
11-18-321-02118-302533,Assam,Kamrup,1.9225,1190,91352.375,20248.609375,0.087809033691883,21,61,11,50,46,0,0,1,0,1,kamalpur,maj gaon
11-18-321-02118-302534,Assam,Kamrup,0.42240003,298,104155.6953125,20459.154296875,0.182142853736877,5,10,0,10,48,0,0,1,0,0,kamalpur,sutarkuchi
11-18-321-02118-302535,Assam,Kamrup,0.42720002,428,88612.125,17562.763671875,0.236486479640007,16,60,4,56,52,0,0,1,0,1,kamalpur,khudrahazara
11-18-321-02118-302536,Assam,Kamrup,1.9360001,1951,90525.984375,19949.6953125,0.169436991214752,103,154,7,147,40,0,0,1,0,0,kamalpur,patrapur
11-18-321-02118-302537,Assam,Kamrup,1.4644,786,83576.21875,18624.2265625,0.188022285699844,20,23,2,21,45,0,0,1,0,1,kamalpur,barkharikata
11-18-321-02118-302538,Assam,Kamrup,1.3247,982,100977.6875,22891.126953125,0.0508474558591842,77,223,33,190,45,0,0,1,0,1,kamalpur,singrapara singar para
11-18-321-02118-302539,Assam,Kamrup,1.8948,1238,108108.9296875,22329.8046875,0.0503778345882892,88,159,123,36,40,0,0,1,0,0,kamalpur,baredala
11-18-321-02118-302540,Assam,Kamrup,1.2738,1092,80988.015625,17665.939453125,0.209631726145744,73,105,14,91,40,0,0,1,0,1,kamalpur,autala
11-18-321-02118-302541,Assam,Kamrup,1.8464999,617,80277.0703125,17106.224609375,0.184170469641685,51,70,28,42,41,0,0,1,0,1,kamalpur,kendua
11-18-321-02118-302542,Assam,Kamrup,0.5067,464,78180.734375,15904.00390625,0.203426122665405,27,61,9,52,41,0,0,0,0,0,kamalpur,jayantipur
11-18-321-02118-302543,Assam,Kamrup,1.9061,1331,99161.2265625,19816.0703125,0.209624797105789,66,102,8,94,40,0,0,1,0,1,kamalpur,sahan
11-18-321-02118-302544,Assam,Kamrup,0.7014,735,81398.7734375,17731.453125,0.221656054258347,70,87,9,76,40,0,0,1,0,1,kamalpur,haldha
11-18-321-02118-302545,Assam,Kamrup,3.8628,1827,81806.703125,18358.69921875,0.181298702955246,67,145,8,132,35,0,0,1,0,0,kamalpur,mallibari
11-18-321-02118-302546,Assam,Kamrup,2.2844,1162,76444.8671875,16352.2021484375,0.260563373565674,45,75,0,73,35,0,0,1,0,0,kamalpur,barhazara
11-18-321-02118-302547,Assam,Kamrup,2.3667,1322,93718.953125,19752.42578125,0.233183860778809,49,90,4,86,36,0,0,1,0,1,kamalpur,titkuchi
11-18-321-02118-302548,Assam,Kamrup,1.9984,786,69800.6015625,15567.650390625,0.329696983098984,45,91,27,64,35,0,0,1,0,0,kamalpur,hindumaizali
11-18-321-02118-302549,Assam,Kamrup,0.9235,401,78732.265625,18287.4453125,0.17603911459446,38,75,12,58,50,0,0,1,0,0,kamalpur,dumnichaki dumunichaki
11-18-321-02118-302550,Assam,Kamrup,3.1476998,1781,112534.5078125,26175.517578125,0.0040413113310933,99,197,29,160,45,0,0,1,0,1,kamalpur,bathan
11-18-321-02118-302551,Assam,Kamrup,2.0035,4126,105315.7265625,23729.767578125,0.164280325174332,594,1421,260,1161,41,0,0,1,1,0,kamalpur,agdola
11-18-321-02118-302552,Assam,Kamrup,3.5379,1730,88835.9375,18871.36328125,0.251977413892746,99,249,75,142,42,0,0,1,0,1,kamalpur,alipub
11-18-321-02118-302553,Assam,Kamrup,3.2333999,3315,95589.1015625,20814.703125,0.158783778548241,123,298,34,264,52,0,0,1,0,0,kamalpur,khudrapalha
11-18-321-02118-302554,Assam,Kamrup,2.1586,153,71133.921875,14482.35546875,0.34730538725853,6,17,0,17,41,0,0,1,0,0,kamalpur,barmola bormula
11-18-321-02118-302555,Assam,Kamrup,2.1433098,1848,99880.640625,21737.109375,0.173553720116615,67,161,0,161,45,0,0,1,0,0,kamalpur,gog
11-18-321-02118-302556,Assam,Kamrup,4.2723002,2466,75771.6953125,17003.638671875,0.362407863140106,101,200,1,199,40,1,0,1,0,0,kamalpur,barpalaha
11-18-321-02118-302557,Assam,Kamrup,1.526,415,61147.05859375,11909.8779296875,0.603325426578522,14,22,0,22,45,0,0,1,0,1,kamalpur,bamuni gaon
11-18-321-02118-302558,Assam,Kamrup,1.8484,1655,90735.140625,18403.0703125,0.243974134325981,99,172,50,122,43,0,0,1,0,0,kamalpur,khehenipara
11-18-321-02118-302559,Assam,Kamrup,3.2701998,2434,118436.453125,25762.162109375,0.0582564957439899,365,956,119,813,35,0,0,1,0,1,kamalpur,bezera
11-18-321-02118-302560,Assam,Kamrup,2.8434,2350,82426.953125,18462.224609375,0.252676665782928,38,92,2,90,35,0,0,1,0,0,kamalpur,bhomolahati
11-18-321-02118-302561,Assam,Kamrup,2.7838001,2220,80494.8203125,19241.3359375,0.258368700742722,79,144,22,122,41,0,0,1,0,0,kamalpur,salmara
11-18-321-02118-302562,Assam,Kamrup,3.1925,1886,95757.9609375,20696.23828125,0.119662627577782,65,137,19,118,42,0,0,1,0,0,kamalpur,saraighat salmara
11-18-321-02118-302563,Assam,Kamrup,1.6895,1649,,,,58,121,4,112,41,0,0,1,0,0,kamalpur,alta
11-18-321-02118-302564,Assam,Kamrup,0.516,82,92637.7578125,21655.580078125,0.142857149243355,2,2,0,2,41,0,0,0,0,0,kamalpur,khudra saraighat
11-18-321-02118-302565,Assam,Kamrup,3.5498998,1915,106009.4921875,21201.8984375,0.0920792073011398,37,69,5,61,41,0,0,1,0,1,kamalpur,mandakata
11-18-321-02118-302566,Assam,Kamrup,2.7351,2430,104012.375,21976.310546875,0.130250319838524,188,313,79,229,41,0,0,1,0,0,kamalpur,simelibari
11-18-321-02118-302567,Assam,Kamrup,2.8010998,3046,75761.53125,15866.4208984375,0.387321621179581,144,259,31,208,45,0,0,1,0,1,kamalpur,dakshin mandakata
11-18-321-02118-302568,Assam,Kamrup,2.5321,240,89761.71875,18311.390625,0.23199999332428,3,5,0,5,41,0,0,1,0,0,kamalpur,kumnagar
11-18-321-02118-302569,Assam,Kamrup,1.3528999,1295,68174.5859375,14578.546875,0.498444795608521,33,70,5,60,41,0,0,1,0,1,kamalpur,malara
11-18-321-02118-302570,Assam,Kamrup,1.4163,378,49216.68359375,11915.6181640625,0.718421041965485,15,33,0,33,40,0,0,1,1,0,kamalpur,mandakata grant
11-18-321-02119-302571,Assam,Kamrup,4.8425,4791,77425.3046875,14502.775390625,0.345578819513321,370,435,43,299,40,0,0,1,0,0,hajo,kamarpur
11-18-321-02119-302572,Assam,Kamrup,2.7038,976,73258.375,15719.1123046875,0.299401193857193,69,79,9,69,40,0,0,0,0,0,hajo,dakshin singra
11-18-321-02119-302573,Assam,Kamrup,3.8860002,2142,63526.59765625,12129.1142578125,0.560090720653534,96,167,10,147,30,0,0,1,0,1,hajo,dihina
11-18-321-02119-302574,Assam,Kamrup,0.2031,500,62837.83203125,12350.2021484375,0.553459107875824,30,33,1,29,30,0,0,0,0,0,hajo,hainadi
11-18-321-02119-302575,Assam,Kamrup,5.135,5076,69335.2109375,14144.5966796875,0.422632783651352,234,428,22,321,30,1,1,1,0,1,hajo,japia
11-18-321-02119-302576,Assam,Kamrup,1.5041001,1595,83075.9609375,17050.091796875,0.35336109995842,58,87,7,80,35,0,0,1,0,0,hajo,helesha
11-18-321-02119-302577,Assam,Kamrup,4.7809,3409,82543.2578125,15952.93359375,0.321532219648361,95,159,5,150,30,0,0,1,1,0,hajo,ukhura
11-18-321-02119-302578,Assam,Kamrup,2.2975,2381,89932.1484375,17169.904296875,0.272804409265518,202,373,68,286,30,1,0,1,0,1,hajo,mokhania
11-18-321-02119-302579,Assam,Kamrup,1.7939999,4926,84729.8359375,18308.375,0.213159427046776,473,612,65,420,30,0,0,1,0,0,hajo,no-1 bagta
11-18-321-02119-302580,Assam,Kamrup,6.0636997,495,69584.5390625,15851.3037109375,0.353281855583191,6,12,0,12,35,0,0,0,0,0,hajo,no-2 bagta
11-18-321-02119-302581,Assam,Kamrup,3.2954998,3932,71795.2109375,12643.9013671875,0.540569305419922,137,222,33,184,30,0,0,1,0,0,hajo,akadi
11-18-321-02119-302582,Assam,Kamrup,7.6778,2741,80872.578125,14909.4697265625,0.463314712047577,50,93,8,84,35,0,0,1,0,0,hajo,no-3 bagta
11-18-321-02119-302583,Assam,Kamrup,1.1168,1308,85851.7421875,17484.5234375,0.247414484620094,81,143,2,120,20,0,0,1,0,0,hajo,raja bazar
11-18-321-02119-302584,Assam,Kamrup,4.5783,3650,89566.4375,18479.365234375,0.204492032527924,414,604,71,514,40,0,0,1,1,0,hajo,kalita kuchi
11-18-321-02119-302585,Assam,Kamrup,1.0494,1491,52904.8671875,10232.775390625,0.718603074550629,14,26,6,20,30,0,0,1,0,0,hajo,hirajani
11-18-321-02119-302586,Assam,Kamrup,2.3931,479,85324.078125,18162.109375,0.303769409656525,42,108,9,99,40,0,0,1,0,0,hajo,saktibari
11-18-321-02119-302587,Assam,Kamrup,2.0264,1027,96385.5,20685.880859375,0.231267347931862,132,227,19,208,40,0,0,1,0,0,hajo,barsapari
11-18-321-02119-302588,Assam,Kamrup,1.1682,931,110401.8515625,25297.865234375,0.144605115056038,46,94,2,92,43,0,0,1,0,1,hajo,patni
11-18-321-02119-302589,Assam,Kamrup,1.222,2923,95626.828125,19780.99609375,0.166715502738953,98,108,1,96,25,0,0,1,0,0,hajo,no-4 bagta
11-18-321-02119-302590,Assam,Kamrup,1.6893,1370,88999.296875,16638.31640625,0.2433862388134,78,119,0,90,25,0,0,1,0,0,hajo,hadala
11-18-321-02119-302591,Assam,Kamrup,2.4403,1060,106146.8671875,22178.498046875,0.118613138794899,52,73,6,67,35,0,0,1,0,0,hajo,gerua
11-18-321-02119-302592,Assam,Kamrup,7.0633,6290,88435.4609375,18623.265625,0.237455487251282,,,,,40,1,1,1,0,1,hajo,manah kuchi
11-18-321-02119-302593,Assam,Kamrup,1.9353,1024,98759.8046875,21100.017578125,0.111770525574684,73,136,50,85,30,0,0,1,0,1,hajo,tetelia
11-18-321-02119-302594,Assam,Kamrup,3.3188,2526,85153.0625,17947.798828125,0.194885700941086,274,363,6,354,40,0,0,1,0,0,hajo,ketekibari
11-18-321-02119-302595,Assam,Kamrup,1.4199001,824,87608.1015625,17542.13671875,0.140515223145485,3,5,0,5,30,0,0,0,0,0,hajo,bausiloutoli
11-18-321-02119-302596,Assam,Kamrup,3.13,4501,98464.1484375,19817.666015625,0.166402533650398,285,520,84,416,20,0,0,1,0,0,hajo,bahana
11-18-321-02119-302597,Assam,Kamrup,2.4403,2994,107905.8515625,21849.99609375,0.155272305011749,138,201,11,186,20,0,0,1,0,1,hajo,bardadhi
11-18-321-02119-302598,Assam,Kamrup,3.8174,2987,90293.375,18425.408203125,0.277432024478912,52,68,5,61,30,0,0,1,0,1,hajo,abhoypur
11-18-321-02119-302599,Assam,Kamrup,9.1646,5927,103890.734375,21006.90234375,0.202667087316513,318,628,84,544,35,1,1,1,0,1,hajo,no-1 kulhati
11-18-321-02119-302600,Assam,Kamrup,5.2495003,373,67835.65625,14754.255859375,0.485000014305115,1,2,0,2,40,0,0,0,1,0,hajo,no-2 kulhati
11-18-321-02119-302601,Assam,Kamrup,3.6432002,3518,68511.859375,12679.458984375,0.493045687675476,173,297,32,201,30,0,0,1,0,0,hajo,hablakha
11-18-321-02119-302602,Assam,Kamrup,8.910999,6092,77018.75,14218.845703125,0.379064232110977,843,1064,63,819,20,1,1,1,0,1,hajo,sarabari
11-18-321-02119-302603,Assam,Kamrup,3.7834,5244,68498.8828125,12766.2958984375,0.506898760795593,437,640,79,487,40,1,1,1,0,1,hajo,khopani kuchi
11-18-321-02119-302604,Assam,Kamrup,6.8464003,10894,66939.3046875,13548.849609375,0.52778023481369,774,1234,134,1083,30,1,1,1,0,1,hajo,saniadi
11-18-321-02119-302605,Assam,Kamrup,2.5646,3289,72256.3359375,13490.759765625,0.448338359594345,105,181,23,158,25,0,0,1,0,1,hajo,dehar kuriha
11-18-321-02119-302606,Assam,Kamrup,2.4308,471,67321.703125,11764.9580078125,0.538834929466248,18,22,1,21,20,0,0,0,0,0,hajo,kismat kuriha
11-18-321-02119-302607,Assam,Kamrup,5.5727,7857,82073.9296875,14888.814453125,0.400258243083954,198,376,23,352,20,1,1,1,0,1,hajo,barni
11-18-321-02119-302608,Assam,Kamrup,1.887,695,61286.22265625,13257.8359375,0.559183657169342,13,57,8,49,40,0,0,0,0,0,hajo,bihdia
11-18-321-02119-302609,Assam,Kamrup,1.9103796,2879,61606.33203125,10770.9365234375,0.67257559299469,190,311,23,276,33,0,0,1,0,1,hajo,no-1 bhelkar
11-18-321-02119-302610,Assam,Kamrup,1.3435,2176,69379.0078125,12964.4072265625,0.50203663110733,33,69,2,65,40,0,0,1,0,1,hajo,no-2 bhelkar
11-18-321-02119-302611,Assam,Kamrup,1.5605,1025,65575.28125,10904.146484375,0.630733966827393,22,32,4,25,35,0,0,1,0,1,hajo,andhupara
11-18-321-02119-302612,Assam,Kamrup,2.5039,277,70427.875,13130.6201171875,0.538135588169098,,,,,35,0,0,0,0,0,hajo,no-1 khalihamari
11-18-321-02119-302613,Assam,Kamrup,1.7344999,459,63624.7734375,9788.4267578125,0.75549453496933,15,25,7,18,30,0,0,0,0,0,hajo,no-2 khalihamari
11-18-321-02119-302614,Assam,Kamrup,1.5583,424,63691.9140625,10445.4736328125,0.667999982833862,25,35,12,23,40,0,0,0,0,0,hajo,no-1 solmari
11-18-321-02119-302615,Assam,Kamrup,1.7733,767,58745.828125,11547.662109375,0.646438002586365,25,31,6,25,40,0,0,1,0,0,hajo,no-2 solmari
11-18-321-02119-302616,Assam,Kamrup,5.92,4264,69591.8828125,11753.9169921875,0.558902263641357,106,119,7,112,35,0,0,1,0,0,hajo,tapabari
11-18-321-02119-302617,Assam,Kamrup,2.3335001,2622,65897.8515625,11878.5830078125,0.603979706764221,92,221,16,198,30,0,0,1,0,0,hajo,bangalpara
11-18-321-02119-302618,Assam,Kamrup,2.9204001,1052,71314.8359375,13464.5654296875,0.437381416559219,22,67,7,49,40,0,0,1,0,1,hajo,satlabari
11-18-321-02119-302619,Assam,Kamrup,2.7661,1640,80500.3359375,16016.3212890625,0.384915471076965,47,69,4,38,35,0,0,1,0,1,hajo,gandheli tari
11-18-321-02119-302620,Assam,Kamrup,0.7543,429,110221.484375,22093.947265625,0.0923423394560813,11,27,0,27,36,0,0,0,0,0,hajo,sastar
11-18-321-02119-302621,Assam,Kamrup,0.925,330,103604.3046875,21718.748046875,0.0849858373403549,4,5,0,5,35,0,0,0,0,1,hajo,sarubakara
11-18-321-02119-302622,Assam,Kamrup,1.3897,42,77698.6328125,14799.740234375,0.333333343267441,0,0,0,0,35,0,0,0,0,0,hajo,barbakara
11-18-321-02119-302623,Assam,Kamrup,1.2787,3204,82778.96875,17916.193359375,0.280310064554215,368,950,40,909,35,0,0,1,0,0,hajo,bangal tola
11-18-321-02119-302624,Assam,Kamrup,0.73620003,2601,78281.3671875,16056.9384765625,0.340829789638519,83,154,12,142,35,0,0,1,0,0,hajo,ujankuri
11-18-321-02119-302625,Assam,Kamrup,2.9068,903,82476.578125,15222.1875,0.369127511978149,54,81,5,75,35,0,0,0,0,0,hajo,hahdia
11-18-321-02119-302626,Assam,Kamrup,3.0714002,485,82640.5703125,17352.802734375,0.264033257961273,29,59,0,59,35,0,0,0,0,0,hajo,nadia
11-18-321-02119-302627,Assam,Kamrup,1.0931,2340,81046.5,16160.0107421875,0.340573400259018,114,219,10,199,35,0,0,1,0,1,hajo,sanpara grant
11-18-321-02119-302628,Assam,Kamrup,2.678,932,79023.8125,18242.732421875,0.160638302564621,30,99,11,88,35,0,0,0,0,1,hajo,tokradia
11-18-321-02119-302629,Assam,Kamrup,1.3725,405,80584.1171875,19845.341796875,0.186567157506943,5,16,0,16,30,0,0,0,0,0,hajo,ujan tokradia
11-18-321-02119-302630,Assam,Kamrup,3.034,79,79240.421875,14320.55859375,0.530120491981506,8,8,1,7,30,0,0,0,0,1,hajo,maldhar pam
11-18-321-02119-302631,Assam,Kamrup,1.3041999,707,85207.3125,18206.69140625,0.249287754297256,29,101,6,92,30,0,0,0,0,1,hajo,no-4 sobanshah
11-18-321-02119-302632,Assam,Kamrup,1.98,1026,84879.71875,17642.755859375,0.247135847806931,46,61,2,59,40,0,0,1,0,0,hajo,no-3 sobanshah
11-18-321-02119-302633,Assam,Kamrup,1.06,578,90576.1796875,19463.916015625,0.175972923636436,28,81,5,76,30,0,0,0,0,1,hajo,khetri hardia
11-18-321-02119-302634,Assam,Kamrup,1.3746,232,92987.7890625,20912.916015625,0.112449802458286,3,4,0,4,40,0,0,0,0,0,hajo,no-2 khetri hardia
11-18-321-02119-302635,Assam,Kamrup,2.7837,158,95459.09375,17258.142578125,0.27118644118309,12,35,0,35,45,0,0,0,0,0,hajo,no-2 sobanshah
11-18-321-02119-302636,Assam,Kamrup,1.1445,1007,63023.4140625,10337.173828125,0.644444465637207,31,66,10,53,45,0,0,1,0,0,hajo,no-1 sobanshah
11-18-321-02119-302637,Assam,Kamrup,1.1554,632,65032.1328125,10680.4599609375,0.68248176574707,16,24,0,24,35,0,0,0,0,0,hajo,no-1 khetri hardia
11-18-321-02119-302638,Assam,Kamrup,0.8972,538,64030.69921875,14229.0439453125,0.507407426834106,22,45,0,45,30,0,0,0,0,1,hajo,niz hardia
11-18-321-02119-302639,Assam,Kamrup,3.6873002,1066,65674.9375,13932.8515625,0.474161386489868,29,63,3,57,35,0,0,1,0,1,hajo,hardia pam
11-18-321-02119-302640,Assam,Kamrup,1.1649,543,54307.90625,8932.8896484375,0.852336466312408,5,9,3,5,30,0,0,0,0,0,hajo,hardia p g r
11-18-321-02119-302641,Assam,Kamrup,1.6672,345,58342.078125,10295.6611328125,0.738235294818878,1,1,0,1,35,0,0,0,0,0,hajo,no-3 dokania reserve
11-18-321-02119-302642,Assam,Kamrup,2.0489,204,66097.34375,18978.4453125,0.381188124418259,8,11,0,11,35,0,0,0,0,0,hajo,no-1 dokania reserve
11-18-321-02119-302643,Assam,Kamrup,1.0014,4,,,,,,,,35,0,0,0,0,0,hajo,no-2 dokania reserve
11-18-321-02119-302644,Assam,Kamrup,4.0888,725,52489.4296875,8569.703125,0.790352523326874,11,22,0,18,35,0,0,0,0,1,hajo,panditar pam
11-18-321-02119-302645,Assam,Kamrup,3.005,3260,70654.6875,12393.0595703125,0.535618305206299,89,136,7,121,35,0,0,1,0,0,hajo,gaonburar pam
11-18-321-02119-302646,Assam,Kamrup,3.62,85,81468.984375,16293.796875,0.105882354080677,,,,,35,0,0,0,0,0,hajo,chilardia
11-18-321-02119-302647,Assam,Kamrup,1.5775,177,75812.625,12821.251953125,0.632352948188782,1,4,0,4,35,0,0,0,0,0,hajo,rabitilar pam
11-18-321-02119-302648,Assam,Kamrup,3.4744,13,44970.7421875,44970.7421875,0,,,,,35,0,0,0,0,1,hajo,no-2 dokania
11-18-321-02119-302649,Assam,Kamrup,1.6673,742,60831.83984375,10296.072265625,0.700310587882996,25,32,0,32,35,0,0,0,0,0,hajo,no-4 dokania reserve
11-18-321-02119-302650,Assam,Kamrup,1.4884,24,57281.671875,22173.55078125,0.677419364452362,3,3,0,3,35,0,0,0,0,1,hajo,bamundi ganak para
11-18-321-02119-302651,Assam,Kamrup,1.2162,368,64114.0703125,13438.05078125,0.444444447755814,26,28,0,28,35,0,0,0,0,1,hajo,silkuri
11-18-321-02119-302652,Assam,Kamrup,0.84940004,1034,83507.296875,17109.578125,0.191729322075844,109,116,0,116,35,0,0,1,0,0,hajo,bamundi
11-18-321-02119-302653,Assam,Kamrup,2.0713,3077,81530.53125,17815.744140625,0.238778054714203,167,355,11,344,35,0,0,1,0,0,hajo,hatimura
11-18-321-02119-302655,Assam,Kamrup,3.3217,3065,78288.4375,17138.5390625,0.375,189,358,53,271,35,0,0,1,0,1,hajo,barlah
11-18-321-02119-302656,Assam,Kamrup,1.6835,2145,95955.7421875,21147.859375,0.162511125206947,93,263,4,259,35,0,0,1,0,1,hajo,no-1 halo gaon
11-18-321-02119-302657,Assam,Kamrup,1.5303999,2294,96249.3359375,20616.091796875,0.193370163440704,61,129,6,122,35,0,0,1,0,1,hajo,no-2 halogaon
11-18-321-02119-302658,Assam,Kamrup,0.408,702,71654.59375,14124.71875,0.509352505207062,21,52,4,48,50,0,0,0,0,0,hajo,bardampur
11-18-321-02119-302659,Assam,Kamrup,1.07,4450,81799.6796875,16605.40625,0.323477506637573,334,545,82,451,50,0,0,1,0,1,hajo,no-2 sarudam pur
11-18-321-02119-302660,Assam,Kamrup,2.6783,1206,88650.5,19102.662109375,0.219473257660866,49,80,1,77,50,0,0,1,0,1,hajo,no-3 shrihati
11-18-321-02119-302661,Assam,Kamrup,3.6049,1614,95069.1015625,19794.916015625,0.183455258607864,74,152,26,126,50,0,0,1,0,1,hajo,sarulah
11-18-321-02119-302662,Assam,Kamrup,1.6566,688,72780.796875,14556.1591796875,0.476923078298569,31,97,20,77,10,0,0,0,0,1,hajo,bansar
11-18-321-02119-302663,Assam,Kamrup,3.025,1362,85323.6484375,18640.52734375,0.343843847513199,40,85,31,53,35,0,0,1,0,1,hajo,no-1 shrihati
11-18-321-02119-302664,Assam,Kamrup,7.7166,3317,61938.85546875,13619.3037109375,0.50233918428421,117,261,82,175,21,0,0,1,1,0,hajo,sanpara parbat
11-18-321-02119-302665,Assam,Kamrup,2.5149,12,57753.59375,14000.8720703125,0.484848499298096,2,7,0,7,25,0,0,0,0,0,hajo,no-2 shrihati
11-18-321-02119-302667,Assam,Kamrup,1.4994,2631,63365.44921875,15373.8330078125,0.410502105951309,310,869,44,825,35,0,0,1,0,1,hajo,bathan
11-18-321-02119-302668,Assam,Kamrup,1.8783001,1396,96575.7890625,21303.484375,0.263931900262833,120,433,19,414,25,0,0,1,0,1,hajo,sanpara gaon
11-18-321-02119-302669,Assam,Kamrup,2.7731,533,83999.9921875,17651.03125,0.30018761754036,7,9,2,4,25,0,0,0,0,1,hajo,no-1 sarudam pam
11-18-321-02119-302670,Assam,Kamrup,1.48,979,125631.859375,28650.51953125,0.0824411138892173,98,517,36,481,40,0,0,0,0,1,hajo,sualkuchi pathar
11-18-321-02119-302672,Assam,Kamrup,1.5189,844,89989.8046875,19298.513671875,0.216783210635185,109,221,3,214,30,0,0,0,0,1,hajo,no-2 gondh mow
11-18-321-02119-302673,Assam,Kamrup,1.7678,2830,94349.6796875,19977.603515625,0.155485674738884,172,406,2,403,25,0,0,1,0,1,hajo,ambari
11-18-321-02119-302674,Assam,Kamrup,3.3232,1421,85673.4375,29900.130859375,0.156286716461182,199,445,68,368,25,0,0,1,0,1,hajo,niz bansar
11-18-321-02119-302675,Assam,Kamrup,1.3708999,101,56006.1015625,41071.140625,0.200000002980232,,,,,30,0,0,0,1,1,hajo,no-2 kismat bansar
11-18-321-02119-302676,Assam,Kamrup,1.989,773,98173.0859375,30795.740234375,0.0893536135554313,18,31,0,31,25,0,0,0,1,1,hajo,no-1 kismat bansar
11-18-321-02119-302677,Assam,Kamrup,2.3338,3193,82540.2109375,17487.779296875,0.381620943546295,105,205,7,185,30,0,0,1,1,1,hajo,no-1 gandh mow
11-18-321-02119-302678,Assam,Kamrup,0.95949996,27,38652.69140625,6722.20751953125,0.869565188884735,2,2,0,2,30,0,0,0,0,0,hajo,rakshashi char n c a
11-18-321-02119-302679,Assam,Kamrup,5.2355,640,48306.40625,8552.609375,0.829508185386658,,,,,25,0,0,0,0,1,hajo,rakshashi char
11-18-321-02119-302680,Assam,Kamrup,1.5583999,1150,70315.3046875,13904.5009765625,0.535993039608002,56,107,5,102,25,0,0,1,0,1,hajo,niz gandh mow
11-18-321-02119-302682,Assam,Kamrup,2.1307,1322,79178.1328125,16880.6171875,0.389412611722946,28,65,3,62,30,0,0,1,0,0,hajo,roumari
11-18-321-02119-302683,Assam,Kamrup,1.5167,897,80817.359375,17014.1796875,0.440789461135864,43,101,19,82,30,0,0,0,0,1,hajo,dakshin pakor kona
11-18-321-02119-302684,Assam,Kamrup,1.1115,148,96529.640625,19949.458984375,0.246666669845581,16,32,9,9,30,0,0,0,0,1,hajo,uttar pakor kona
11-18-321-02119-302685,Assam,Kamrup,1.9022,351,114805.953125,22795.40625,0.263537913560867,23,53,35,18,30,0,0,0,1,1,hajo,khudra kulhati pacharia
11-18-321-02119-302686,Assam,Kamrup,1.5922,1672,65396.3046875,13480.8173828125,0.527960538864136,71,127,12,115,35,0,0,1,0,1,hajo,barijani pathar pacharia
11-18-321-02119-302687,Assam,Kamrup,1.5922,1573,81990.984375,17173.45703125,0.39616996049881,17,20,1,19,30,0,0,1,0,0,hajo,keotarbari pacharia
11-18-321-02119-302689,Assam,Kamrup,3.4060001,1943,93878.8828125,20328.294921875,0.21808785200119,135,214,45,161,,0,0,1,0,0,hajo,pacharia
11-18-321-02119-302690,Assam,Kamrup,1.7907001,2397,89354.5625,17862.90234375,0.307485431432724,306,600,109,479,35,0,0,1,1,0,hajo,na para pacharia
11-18-321-02119-302691,Assam,Kamrup,1.8246499,478,87678.96875,20272.59375,0.331406563520432,,,,,35,0,0,0,0,1,hajo,garia para pacharia
11-18-321-02119-302692,Assam,Kamrup,2.9809,3763,94673.3984375,20462.8515625,0.173023775219917,214,391,28,360,35,0,0,1,0,1,hajo,no-1 singimari
11-18-321-02119-302694,Assam,Kamrup,1.5817,3586,106445.84375,22362.572265625,0.107617244124413,188,643,106,537,35,1,0,1,0,1,hajo,pachim dadora
11-18-321-02119-302695,Assam,Kamrup,3.3595002,241,130342.1171875,27114.966796875,0.06204379722476,,,,,35,0,0,0,0,1,hajo,pub dadora
11-18-321-02119-302696,Assam,Kamrup,3.6153,348,56792.64453125,12907.4189453125,0.529411792755127,10,95,83,12,12,0,0,1,0,0,hajo,pacharia dalar pathar
